CustomerID;Nationalite;Noms;Prenoms;Genre;Titre;Date_de_naissance;Age;Addresse;Ville;CodeDept;Departement;CodePostal;CodePays;Pays;Email;Telephone;IndicatifPays;CarteType;NumeroCarte;ExpirationCarte;NationalID;Poste;Employeur
1261;German;Muller;Sandra;female;Mrs.;9/3/1949;75;84 Rue Frédéric Chopin;VERSAILLES;IL;Île-de-France;78000;FR;France;SandraMuller@teleworm.us;01.58.57.03.20;33;MasterCard;5391067325416050;01/07/2026;2490958698144 19;Registered dietitian;Fradkin Brothers Furniture
1262;French;Bois;Vincent;male;Mr.;4/29/1961;63;37 rue de la République;LYON;RA;Rhône-Alpes;69004;FR;France;VincentBois@armyspy.com;04.29.57.57.84;33;Visa;4556693133554970;01/11/2025;1610445962286 32;Diesel train engineer;Purity
1263;Eritrean;Sebhat;Hyiab;female;Ms.;10/9/1942;81;83 Rue St Ferréol;MEUDON-LA-FORÊT;IL;Île-de-France;92360;FR;France;HyiabSebhat@cuvox.de;01.03.40.30.73;33;Visa;4539462439711100;01/01/2028;2421003484659 08;Station agent;Irving's Sporting Goods
1264;French;Ailleboust;Holly;female;Mrs.;12/24/1959;64;49 Rue Hubert de Lisle;LOOS;NP;Nord-Pas-de-Calais;59120;FR;France;HollyAilleboust@teleworm.us;03.46.76.70.51;33;MasterCard;5386168620443460;01/08/2026;2591214438724 31;Immigration inspector;Awthentikz
1265;Igbo;Chidiegwu;Sopuluchukwu;female;Mrs.;10/10/1999;24;11 quai Saint-Nicolas;TOURNEFEUILLE;MP;Midi-Pyrénées;31170;FR;France;SopuluchukwuChidiegwu@superrito.com;05.12.35.09.25;33;MasterCard;5309510008467500;01/12/2027;2991043493686 09;News correspondent;Red Bears Tavern
1266;French;Vallée;Oliver;male;Mr.;8/8/1939;85;40 rue Adolphe Wurtz;LE PLESSIS-ROBINSON;IL;Île-de-France;92350;FR;France;OliverVallee@dayrep.com;01.57.91.43.98;33;Visa;4532058270206170;01/06/2028;1390893292851 13;Wholesale buyer;Johnson's General Stores
1267;Igbo;Diribe;Somadina;female;Ms.;10/4/1982;42;52 boulevard Albin Durand;CHAMBÉRY;RA;Rhône-Alpes;73000;FR;France;SomadinaDiribe@rhyta.com;04.32.88.05.41;33;MasterCard;5313866220930310;01/02/2029;2821027515276 54;Foreign language interpreter;Earthworks Yard Maintenance
1268;Eritrean;Mehari;Russom;male;Dr.;10/4/1996;28;18 Place Napoléon;LAON;PI;Picardie;2000;FR;France;RussomMehari@einrot.com;03.10.43.21.99;33;MasterCard;5307118851858980;01/02/2025;1961090950674 80;Short-order cook;Hollywood Video
1269;American;Amato;Julia;female;Mrs.;2/2/1997;27;39 rue Pierre Motte;SAINT-DENIS;IL;Île-de-France;97400;FR;France;JuliaCAmato@superrito.com;01.14.14.55.79;33;Visa;4532347979871740;01/09/2026;2970293819539 54;Training consultant;Cellophane Square
1270;French;Varieur;Françoise;female;Mrs.;5/23/1951;73;96 avenue de Bouvines;SCHOELCHER;MQ;Martinique;97233;FR;France;FrancoiseVarieur@fleckens.hu;05.93.64.65.60;33;MasterCard;5335968949228250;01/06/2028;2510526604703 72;Maxillofacial surgeon;House Works
1271;French;Marceau;Isaac;male;Mr.;10/25/1965;58;34 rue Victor Hugo;CONFLANS-SAINTE-HONORINE;IL;Île-de-France;78700;FR;France;IsaacMarceau@armyspy.com;01.66.89.31.88;33;Visa;4916927339110170;01/10/2025;1651080730481 29;Ticket agent;Belle Ladi
1272;Hispanic;Gallardo;Eri;male;Mr.;5/3/1971;53;27 rue Sadi Carnot;AULNAY-SOUS-BOIS;IL;Île-de-France;93600;FR;France;EriGallardoMadera@einrot.com;01.08.53.86.08;33;Visa;4539537475936080;01/12/2027;171052A040772 80;Air Force;Fretter
1273;Eritrean;Semhar;Sarama;female;Ms.;1/6/1953;71;9 Avenue Millies Lacroix;DZAOUDZI;MY;Mayotte;97610;FR;France;SaramaSemhar@gustr.com;02.34.88.00.95;33;MasterCard;5383003792704300;01/03/2025;2530121203389 70;Systems software engineer;Twin Food Stores
1274;Igbo;Madukaife;Akudinobi;male;Mr.;8/26/1944;80;70 rue Gustave Eiffel;RILLIEUX-LA-PAPE;RA;Rhône-Alpes;69140;FR;France;AkudinobiMadukaife@cuvox.de;04.72.95.93.32;33;Visa;4929431584770020;01/09/2025;1440836867013 27;Passenger rate clerk;Target Realty
1275;Igbo;Iweobiegbulam;Onodugoadiegbemma;male;Mr.;8/21/1986;38;88 Rue de Strasbourg;CLERMONT-FERRAND;AU;Auvergne;63100;FR;France;OnodugoadiegbemmaIweobiegbulam@gustr.com;04.41.44.67.75;33;Visa;4916747552599160;01/04/2028;1860897133854 41;Cryptanalyst;E-zhe Source
1276;Hispanic;Perea;Joanna;female;Ms.;7/2/1968;56;71 Place de la Gare;COLMAR;AL;Alsace;68000;FR;France;JoannaPereaMeza@dayrep.com;03.24.18.27.98;33;MasterCard;5586787719994870;01/12/2027;2680746114756 89;Midshipman;Buttrey Food & Drug
1277;Australian;Lions;Abigail;female;Mrs.;9/5/1942;82;78 rue Victor Hugo;COMPIÈGNE;PI;Picardie;60200;FR;France;AbigailLions@gustr.com;03.81.38.81.64;33;MasterCard;5297007600212890;01/03/2028;2420998393631 88;Telecommunications line installer;Red Owl
1278;Eritrean;Luwam;Shukornia;female;Ms.;4/12/1999;25;29 Avenue des Pr'es;MONTIGNY-LE-BRETONNEUX;IL;Île-de-France;78180;FR;France;ShukorniaLuwam@armyspy.com;01.82.29.25.42;33;MasterCard;5410441231022940;01/10/2029;2990417291949 10;Mental health counselor;Pantry Pride
1279;American;Strickland;Donald;male;Mr.;11/21/1969;54;35 rue Banaudon;LYON;RA;Rhône-Alpes;69005;FR;France;DonaldGStrickland@einrot.com;04.67.72.54.10;33;Visa;4916358178216570;01/11/2028;1691158138105 52;Forest, conservation, and logging worker;Sun Foods
1280;Eritrean;Fesahaye;Natsnet;female;Mrs.;6/22/1983;41;95 rue Bonneterie;MONS-EN-BAROEUL;NP;Nord-Pas-de-Calais;59370;FR;France;NatsnetFesahaye@fleckens.hu;03.93.11.55.16;33;MasterCard;5167264543010650;01/08/2026;2830628199821 22;Vascular technologist;Ideal Garden Maintenance
1281;French;Desjardins;Pryor;male;Dr.;4/13/1969;55;48 rue Jean Vilar;BEAUVAIS;PI;Picardie;60000;FR;France;PryorDesjardins@cuvox.de;03.62.75.51.72;33;MasterCard;5562924622544290;01/12/2025;1690495423506 78;Real estate appraiser;Incredible Universe
1282;Igbo;Obidimkpa;Chinwenma;male;Mr.;1/31/1969;55;98 rue Beauvau;MARSEILLE;PA;Provence-Alpes-Côte d'Azur;13005;FR;France;ChinwenmaObidimkpa@armyspy.com;04.70.68.15.34;33;Visa;4716856821279120;01/02/2025;1690152717742 89;Assistant principal;Record World
1283;American;Hickman;Jose;male;Mr.;10/30/1942;81;91 boulevard de Prague;NOGENT-SUR-MARNE;IL;Île-de-France;94130;FR;France;JoseMHickman@cuvox.de;01.58.08.79.78;33;MasterCard;5223735815074950;01/06/2026;1421065819032 19;Powerhouse electrician;Sky High Financial Advice
1284;German;Kuster;Thorsten;male;Mr.;6/22/1941;83;36 Rue Hubert de Lisle;LORIENT;BR;Bretagne;56100;FR;France;ThorstenKuster@jourrapide.com;02.68.55.49.24;33;Visa;4716910850765530;01/04/2028;1410642161181 40;Lifeguard;CSK Auto
1285;Brazil;Martins;Júlio;male;Mr.;8/1/2000;24;5 rue Adolphe Wurtz;LE PETIT-QUEVILLY;HN;Haute-Normandie;76140;FR;France;JulioCastroMartins@dayrep.com;02.07.01.39.90;33;Visa;4539981351833180;01/08/2029;1000878296165 82;Control and valve installer;Weenie Beenie
1286;United_Kingdom;Scott;Shannon;female;Mrs.;11/14/1978;45;39 rue Grande Fusterie;BRON;RA;Rhône-Alpes;69500;FR;France;ShannonScott@cuvox.de;04.65.58.51.43;33;Visa;4716927111145310;01/04/2029;2781139475567 75;Staffing and assignments coordinator;County Seat
1287;Hispanic;Navarrete;Tulio;male;Mr.;10/16/1946;77;82 rue Sadi Carnot;AUXERRE;BO;Bourgogne;89000;FR;France;TulioNavarreteQuintero@jourrapide.com;03.67.05.70.19;33;Visa;4485130469214200;01/04/2026;1461075460582 73;FBI agent;Budget Power
1288;American;Presley;Peggy;female;Mrs.;9/1/1959;65;83 rue Gustave Eiffel;REZÉ;PL;Pays de la Loire;44400;FR;France;PeggyAPresley@superrito.com;02.70.69.50.44;33;MasterCard;5517323031989780;01/07/2026;2590984445296 57;Diesel service technician;Northern Star
1289;Eritrean;Hamid;Lidya;female;Mrs.;5/18/1941;83;80 rue Clement Marot;PÉRIGUEUX;AQ;Aquitaine;24000;FR;France;LidyaHamid@armyspy.com;05.99.87.38.09;33;Visa;4485583420877900;01/05/2029;2410581549049 23;Aircraft rigging assembler;Irving's Sporting Goods
1290;American;Seibel;Candy;female;Mrs.;12/10/1975;48;67 rue Saint Germain;GIF-SUR-YVETTE;IL;Île-de-France;91190;FR;France;CandyTSeibel@rhyta.com;01.74.54.54.16;33;MasterCard;5181410735802420;01/03/2027;2751226237647 83;Metallurgical engineer;Red Robin Stores
1291;American;Wheaton;George;male;Mr.;9/30/1981;43;93 rue des Nations Unies;SAINT-CLOUD;IL;Île-de-France;92210;FR;France;GeorgeIWheaton@einrot.com;01.17.68.48.60;33;MasterCard;5122793684368820;01/05/2026;1810989474005 61;Information designer;Coast to Coast Hardware
1292;United_Kingdom;Briggs;Jessica;female;Mrs.;2/16/1973;51;11 rue de l'Epeule;ROUEN;HN;Haute-Normandie;76000;FR;France;JessicaBriggs@dayrep.com;02.71.33.92.75;33;Visa;4539663382165290;01/04/2026;2730269176749 06;Floor broker;The Wall
1293;Hispanic;Tórrez;Perceval;male;Mr.;2/18/1976;48;25 Place du Jeu de Paume;VILLEJUIF;IL;Île-de-France;94800;FR;France;PercevalTorrezPelayo@superrito.com;01.27.62.01.11;33;MasterCard;5227311616305970;01/12/2025;1760260435849 42;Credentials specialist;Pomeroy's
1294;Australian;McGaw;Daniel;male;Mr.;1/22/1996;28;4 rue Victor Hugo;CORBEIL-ESSONNES;IL;Île-de-France;91100;FR;France;DanielMcGaw@fleckens.hu;01.23.04.21.06;33;MasterCard;5358543067569070;01/02/2025;1960169983151 36;Sales worker driver;Child World
1295;United_Kingdom;Doherty;Alice;female;Mrs.;11/25/1942;81;10 Rue Bonnet;VITROLLES;PA;Provence-Alpes-Côte d'Azur;13127;FR;France;AliceDoherty@teleworm.us;04.62.78.68.70;33;Visa;4532999243541810;01/08/2029;2421134373465 92;Gaming investigator;Earl Abel's
1296;Hispanic;Rosado;Itatay;female;Mrs.;8/3/1986;38;24 rue de Lille;ARMENTIÈRES;NP;Nord-Pas-de-Calais;59280;FR;France;ItatayRosadoLujan@jourrapide.com;03.18.69.50.77;33;Visa;4532411070153890;01/02/2027;2860850213904 71;Vending machine repairer;Intelli Wealth Group
1297;French;Sarrazin;Auguste;male;Dr.;4/17/1989;35;50 avenue de Provence;VANNES;BR;Bretagne;56000;FR;France;AugusteSarrazin@gustr.com;02.01.98.98.31;33;MasterCard;5258657684705900;01/02/2025;1890487450178 93;Gaming and sports runner;Vinyl Fever
1298;Igbo;Chieloka;Nwankwo;male;Mr.;12/4/1971;52;56 boulevard d'Alsace;VÉNISSIEUX;RA;Rhône-Alpes;69200;FR;France;NwankwoChieloka@einrot.com;04.24.78.55.78;33;MasterCard;5323361148171170;01/06/2027;1711284292534 39;Interviewer;Buehler Foods
1299;American;Thorpe;Jane;female;Ms.;11/2/1955;68;15 Cours Marechal-Joffre;DENAIN;NP;Nord-Pas-de-Calais;59220;FR;France;JaneKThorpe@superrito.com;03.43.65.18.71;33;Visa;4716499213263700;01/09/2025;2551194153732 94;Livestock farmer;House Works
1300;Eritrean;Russom;Russom;male;Mr.;10/14/1993;30;16 avenue de Provence;VALENCIENNES;NP;Nord-Pas-de-Calais;59300;FR;France;RussomRussom@jourrapide.com;03.49.25.55.28;33;Visa;4556731772105510;01/12/2025;1931069323687 94;Computer operator;Hastings
1301;Brazil;Goncalves;Otávio;male;Mr.;4/21/1967;57;22 boulevard Amiral Courbet;OYONNAX;RA;Rhône-Alpes;1100;FR;France;OtavioBarrosGoncalves@fleckens.hu;04.25.86.71.22;33;MasterCard;5597298453032360;01/03/2026;1670428644941 61;Appraiser;Northern Star
1302;Eritrean;Fikru;Fethawit;female;Mrs.;4/17/1940;84;87 cours Jean Jaures;BORDEAUX;AQ;Aquitaine;33200;FR;France;FethawitFikru@fleckens.hu;05.44.12.95.62;33;Visa;4556071716877430;01/04/2027;2400445966154 53;Information and record clerk;Roberd's
1303;United_Kingdom;Brookes;Oliver;male;Mr.;10/2/1976;48;34 rue Porte d'Orange;CENON;AQ;Aquitaine;33150;FR;France;OliverBrookes@dayrep.com;05.73.28.50.11;33;Visa;4716558405187840;01/06/2028;1761059087385 43;Electronic newsgathering operator;Indiewealth
1304;Brazil;Oliveira;Diogo;male;Mr.;1/4/1949;75;3 rue du Clair Bocage;LA TESTE-DE-BUCH;AQ;Aquitaine;33260;FR;France;DiogoRochaOliveira@einrot.com;05.55.53.35.44;33;MasterCard;5381857649197440;01/12/2029;1490108796148 93;Molding, coremaking, and casting machine setter;Perisolution
1305;Eritrean;Russom;Ermias;male;Mr.;5/3/1955;69;1 rue de Groussay;ROCHEFORT;PC;Poitou-Charentes;17300;FR;France;ErmiasRussom@gustr.com;05.68.16.24.50;33;Visa;4485911089014610;01/08/2025;1550594493668 97;Layout artist;Cala Foods
1306;French;Barrientos;Bradamate;female;Mrs.;9/15/1960;64;55 rue de Geneve;AMIENS;PI;Picardie;80090;FR;France;BradamateBarrientos@cuvox.de;03.24.49.29.80;33;Visa;4539172258571640;01/05/2027;2600982519992 56;Packer;Adaptas
1307;German;Koch;Gabriele;female;Ms.;8/18/1969;55;60 rue du Président Roosevelt;SAVIGNY-LE-TEMPLE;IL;Île-de-France;77176;FR;France;GabrieleKoch@teleworm.us;01.09.94.75.80;33;Visa;4929637850553790;01/11/2029;2690810813139 75;Mail handler;Incredible Universe
1308;United_Kingdom;O'Donnell;Cameron;male;Mr.;4/10/1977;47;43 avenue Jules Ferry;SÈVRES;IL;Île-de-France;92310;FR;France;CameronODonnell@dayrep.com;01.83.00.17.62;33;Visa;4916507229199430;01/08/2028;1770415051268 52;Bricklayer;Planet Pizza
1309;American;Pulliam;Jackie;male;Mr.;12/10/1965;58;54 rue des lieutemants Thomazo;DOUAI;NP;Nord-Pas-de-Calais;59500;FR;France;JackieDPulliam@teleworm.us;03.43.56.44.82;33;Visa;4539552676887190;01/12/2028;1651211071470 74;Estimator;The Royal Canadian Pancake Houses
1310;Brazil;Correia;Bruno;male;Mr.;6/22/1987;37;80 place Stanislas;NANTES;PL;Pays de la Loire;44100;FR;France;BrunoCavalcantiCorreia@gustr.com;02.76.11.03.95;33;Visa;4556925672696190;01/05/2026;1870681512787 50;Training coordinator;Micro Design
1311;French;Guérette;Fanchon;female;Ms.;11/5/1957;66;51 rue du Faubourg National;TAVERNY;IL;Île-de-France;95150;FR;France;FanchonGuerette@rhyta.com;01.56.82.53.92;33;Visa;4539236364957520;01/04/2027;2571117985074 83;Education administrator;Monk Real Estate Service
1312;Brazil;Ferreira;Matheus;male;Mr.;3/29/1941;83;83 rue de Raymond Poincaré;NEUILLY-SUR-MARNE;IL;Île-de-France;93330;FR;France;MatheusPereiraFerreira@fleckens.hu;01.88.87.67.10;33;MasterCard;5599180707029130;01/07/2027;1410328596799 88;Magnetic resonance (MR) technologist;JumboSports
1313;Brazil;Santos;Larissa;female;Mrs.;5/25/1986;38;10 Rue de Verdun;MONT-DE-MARSAN;AQ;Aquitaine;40000;FR;France;LarissaMartinsSantos@gustr.com;05.76.92.13.61;33;Visa;4539038763292460;01/11/2025;2860514092520 62;Cage cashier;Matrix Interior Design
1314;Eritrean;Aman;Amanuel;male;Mr.;1/22/1990;34;86 boulevard Albin Durand;CHALON-SUR-SAÔNE;BO;Bourgogne;71100;FR;France;AmanuelAman@fleckens.hu;03.96.89.08.52;33;Visa;4532340162854330;01/06/2028;1900110248005 63;Clerical specialist;Pearl Architectural Design
1315;Australian;Zerner;Gabriella;female;Mrs.;4/5/1974;50;20 rue de la Boétie;POITIERS;PC;Poitou-Charentes;86000;FR;France;GabriellaZerner@superrito.com;05.19.99.13.36;33;Visa;4716132805666950;01/03/2029;2740490024417 46;Musician;MagnaSolution
1316;Brazil;Ribeiro;Danilo;male;Mr.;2/26/1975;49;45 avenue Ferdinand de Lesseps;GRADIGNAN;AQ;Aquitaine;33170;FR;France;DaniloBarbosaRibeiro@dayrep.com;05.75.71.54.05;33;Visa;4485575622614280;01/09/2028;1750230882536 26;Welding worker;Just For Feet
1317;Australian;Hardacre;Noah;male;Mr.;3/18/2000;24;1 Rue de la Pompe;MANTES-LA-JOLIE;IL;Île-de-France;78200;FR;France;NoahHardacre@armyspy.com;01.36.23.40.82;33;Visa;4716140173489680;01/08/2026;1000332137400 56;Counter clerk;Wetson's
1318;American;Tellez;Marya;female;Ms.;6/12/1953;71;24 rue des lieutemants Thomazo;DRAGUIGNAN;PA;Provence-Alpes-Côte d'Azur;83300;FR;France;MaryaWTellez@armyspy.com;04.43.13.87.83;33;MasterCard;5283836869535550;01/12/2028;2530694093337 76;Dairy farmer;Flipside Records
1319;Brazil;Rodrigues;Gabrielly;female;Ms.;10/24/1949;74;74 rue Descartes;STRASBOURG;AL;Alsace;67000;FR;France;GabriellyOliveiraRodrigues@rhyta.com;03.04.10.50.22;33;MasterCard;5591655689102770;01/06/2028;2491043031257 64;Baggage porter;Franklin Music
1320;German;Ackerman;Katja;female;Ms.;11/26/1997;26;39 Rue du Palais;ÉTAMPES;IL;Île-de-France;91150;FR;France;KatjaAckerman@superrito.com;01.85.03.08.82;33;Visa;4916001050294760;01/04/2025;2971158730104 77;Certified nurse-midwife;Kohl's Food Stores
1321;Igbo;Nebechi;Nnaemeka;male;Mr.;7/13/1973;51;55 rue des Dunes;SAINT-MAUR-DES-FOSSÈS;IL;Île-de-France;94100;FR;France;NnaemekaNebechi@jourrapide.com;01.28.88.49.23;33;MasterCard;5197221585837130;01/08/2025;1730797960954 02;Instructional coordinator;Scotty's Builders Supply
1322;Brazil;Rocha;Emily;female;Mrs.;9/12/1981;43;11 avenue de Provence;VANNES;BR;Bretagne;56000;FR;France;EmilyRodriguesRocha@gustr.com;02.41.64.86.71;33;Visa;4485591986141440;01/07/2026;2810984585133 83;Transcriber;Bell Markets
1323;French;Bussière;Bruno;male;Mr.;8/12/1971;53;57 rue de l'Epeule;ROUEN;HN;Haute-Normandie;76000;FR;France;BrunoBussiere@dayrep.com;02.07.43.63.45;33;Visa;4916943620018060;01/05/2026;1710800970794 73;Employee relations manager;Widdmann
1324;Brazil;Pereira;Victor;male;Mr.;9/19/1950;74;57 Rue de Strasbourg;CLICHY;IL;Île-de-France;92110;FR;France;VictorRochaPereira@gustr.com;01.04.26.38.14;33;Visa;4716497437049230;01/07/2026;1500987049514 04;Boilermaker;Your Future Is Now
1325;United_Kingdom;Reed;Nicole;female;Ms.;4/23/1965;59;38 rue Victor Hugo;CORBEIL-ESSONNES;IL;Île-de-France;91100;FR;France;NicoleReed@superrito.com;01.31.15.35.99;33;Visa;4716681062830830;01/02/2028;2650492776450 53;Boiler mechanic;Reliable Investments
1326;Australian;Pigot;Jai;male;Mr.;3/1/1989;35;75 Faubourg Saint Honoré;PARIS;IL;Île-de-France;75019;FR;France;JaiPigot@superrito.com;01.01.02.62.62;33;MasterCard;5521503727538800;01/06/2028;1890373844099 63;Consultant dietitian;Nickerson Farms
1327;Igbo;Iloabuchi;Nneamaka;female;Ms.;5/11/1979;45;97 Chemin Des Bateliers;ANGLET;AQ;Aquitaine;64600;FR;France;NneamakaIloabuchi@armyspy.com;05.08.95.73.43;33;MasterCard;5278382869675110;01/05/2026;2790524742413 45;Perianesthesia nurse;Allied City Stores
1328;United_Kingdom;Gibson;Jonathan;male;Mr.;5/12/1989;35;69 avenue Voltaire;MAISONS-LAFFITTE;IL;Île-de-France;78600;FR;France;JonathanGibson@einrot.com;01.10.17.55.71;33;MasterCard;5516332924055590;01/01/2029;1890516770503 55;Social scientist;Hudson's MensWear
1329;Australian;Fidler;Isabel;female;Mrs.;6/15/1986;38;16 rue Descartes;STRASBOURG;AL;Alsace;67100;FR;France;IsabelFidler@armyspy.com;03.88.79.93.30;33;MasterCard;5337139300776040;01/06/2028;2860616900137 29;Broker;Plunkett Home Furnishings
1330;Australian;Kisch;Abby;female;Ms.;8/27/1968;56;92 place de Miremont;VILLEPARISIS;IL;Île-de-France;77270;FR;France;AbbyKisch@dayrep.com;01.83.07.54.21;33;Visa;4716750615786300;01/11/2028;2680805401330 12;Museum director;Megatronic
1331;German;Frey;Max;male;Mr.;10/30/2001;22;14 Rue du Palais;ÉPINAL;LO;Lorraine;88000;FR;France;MaxFrey@jourrapide.com;03.89.05.27.74;33;Visa;4916810811885800;01/09/2028;1011010589854 85;Credit reporter;Modern Architecture Design
1332;Igbo;Ikedinachukwu;Eberechukwu;female;Mrs.;11/6/1985;38;2 Chemin Des Bateliers;ANGOULÊME;PC;Poitou-Charentes;16000;FR;France;EberechukwuIkedinachukwu@rhyta.com;05.37.77.54.15;33;Visa;4916670366879170;01/09/2026;2851163622513 63;Creative director;Starship Tapes & Records
1333;United_Kingdom;Adams;Thomas;male;Mr.;10/11/1943;80;90 rue Beauvau;MARSEILLE;PA;Provence-Alpes-Côte d'Azur;13003;FR;France;ThomasAdams@rhyta.com;04.60.44.81.07;33;Visa;4532576267560270;01/12/2026;1431022074457 67;Mail handler;Cavages
1334;Igbo;Dilibe;Izuchukwu;male;Mr.;1/16/1977;47;61 avenue Voltaire;MAISONS-LAFFITTE;IL;Île-de-France;78600;FR;France;IzuchukwuDilibe@armyspy.com;01.09.72.03.59;33;Visa;4716721620485950;01/04/2026;1770148663325 96;Law clerk;Multicerv
1335;Hispanic;Viera;Arabia;male;Mr.;2/17/1966;58;24 rue de la République;LYON;RA;Rhône-Alpes;69004;FR;France;ArabiaVieraFeliciano@superrito.com;04.28.67.41.37;33;MasterCard;5155473172358930;01/03/2026;1660269141494 55;Gaming and sports runner;Sambo's
1336;Igbo;Maduabuchim;Egoliem;female;Mrs.;7/1/1949;75;83 Rue Joseph Vernet;BAGNEUX;IL;Île-de-France;92220;FR;France;EgoliemMaduabuchim@jourrapide.com;01.02.72.15.63;33;MasterCard;5402380729329790;01/07/2029;2490715889650 53;Gynecology nurse;Solution Answers
1337;United_Kingdom;Farmer;Aidan;male;Mr.;11/30/1963;60;57 place de Miremont;VILLENEUVE-SUR-LOT;AQ;Aquitaine;47300;FR;France;AidanFarmer@superrito.com;05.30.20.58.45;33;Visa;4539850457221690;01/01/2029;1631144919781 92;Cutting and slicing machine operator;L' Fish
1338;Igbo;Daluchi;Dumetochukwu;male;Mr.;2/15/1962;62;14 avenue de Bouvines;SÈTE;LN;Languedoc-Roussillon;34200;FR;France;DumetochukwuDaluchi@gustr.com;04.07.10.48.02;33;MasterCard;5584750943789190;01/12/2029;1620273176170 96;Nuclear power reactor operator;Wheels Discount Auto
1339;German;Schroder;Christina;female;Mrs.;8/16/1973;51;46 Rue Roussy;NOISY-LE-SEC;IL;Île-de-France;93130;FR;France;ChristinaSchroder@superrito.com;01.55.88.10.01;33;Visa;4556788158953320;01/03/2027;2730847954496 16;Power plant mechanic;Paper Cutter
1340;French;Brault;Guillaume;male;Mr.;8/31/1972;52;47 rue des Lacs;HÉROUVILLE-SAINT-CLAIR;BN;Basse-Normandie;14200;FR;France;GuillaumeBrault@rhyta.com;02.23.36.18.92;33;Visa;4532119669951520;01/05/2029;1720867473951 67;Airport tower controller;Baltimore Markets
1341;United_Kingdom;Dobson;Alfie;male;Mr.;8/3/1958;66;50 rue Ernest Renan;CHOLET;PL;Pays de la Loire;49300;FR;France;AlfieDobson@jourrapide.com;02.06.54.56.41;33;MasterCard;5303556118900140;01/12/2027;1580868605801 20;Postsecondary career-technical teacher;Circus World
1342;German;Foerster;Lukas;male;Mr.;3/23/1987;37;32 rue de la Boétie;POINTE-À-PITRE;GD;Guadeloupe;97110;FR;France;LukasFoerster@dayrep.com;05.52.32.90.69;33;Visa;4916300571180300;01/09/2027;1870365387625 78;Gaming services;Turtle's Records & Tapes
1343;French;Lacombe;Camille;female;Mrs.;12/23/2001;22;53 rue du Château;SAINT-ÉTIENNE-DU-ROUVRAY;HN;Haute-Normandie;76800;FR;France;CamilleLacombe@cuvox.de;02.73.01.89.28;33;MasterCard;5461218969045250;01/10/2027;2011215548697 58;Field technician;ManPower
1344;Brazil;Costa;Thiago;male;Mr.;5/3/1994;30;97 rue Descartes;SURESNES;IL;Île-de-France;92150;FR;France;ThiagoSilvaCosta@dayrep.com;01.16.71.42.17;33;Visa;4532101550403160;01/02/2025;1940561739692 15;Registrar;Sunburst Garden Management
1345;French;Charlesbois;Sargent;male;Mr.;11/5/1943;80;8 Chemin Challet;LILLE;NP;Nord-Pas-de-Calais;59800;FR;France;SargentCharlesbois@dayrep.com;03.24.16.39.50;33;MasterCard;5189463747474770;01/10/2025;1431104724007 46;Timekeeping clerk;Deco Refreshments, Inc.
1346;Eritrean;Gebre;Michael;male;Mr.;1/15/1950;74;33 Avenue des Tuileries;GUYANCOURT;IL;Île-de-France;78280;FR;France;MichaelGebre@superrito.com;01.22.86.62.17;33;MasterCard;5127465993592310;01/07/2028;1500106730021 71;Systems developer;Better Business Ideas and Services
1347;Brazil;Fernandes;Anna;female;Ms.;7/2/1956;68;32 rue de l'Aigle;LA POSSESSION;LR;La Réunion;97419;FR;France;AnnaBarbosaFernandes@fleckens.hu;02.63.87.56.43;33;MasterCard;5162727427361410;01/11/2027;2560734136365 53;Airbrush artist;Solution Bridge
1348;German;Bayer;René;male;Mr.;2/6/1959;65;45 rue Ernest Renan;CHOLET;PL;Pays de la Loire;49300;FR;France;ReneBayer@rhyta.com;02.41.10.84.87;33;MasterCard;5134307261171750;01/07/2026;1590290038681 18;Allopathic surgeon;Life Plan Counselling
1349;United_Kingdom;McKenzie;Max;male;Mr.;7/21/1948;76;9 rue de la République;LYON;RA;Rhône-Alpes;69003;FR;France;MaxMcKenzie@gustr.com;04.06.57.20.62;33;Visa;4485177910121880;01/03/2029;1480722770914 68;Nurse aide;Carl Durfees
1350;Hispanic;Arana;Lucina;female;Mrs.;2/4/1963;61;97 rue de Penthièvre;QUIMPER;BR;Bretagne;29000;FR;France;LucinaAranaFranco@jourrapide.com;02.01.86.66.89;33;Visa;4929521621233120;01/12/2026;2630272030573 24;Casino cashier;Rolling Thunder
1351;French;Deschênes;Maslin;male;Mr.;10/17/1941;82;70 rue La Boétie;PARIS;IL;Île-de-France;75013;FR;France;MaslinDeschenes@fleckens.hu;01.29.41.49.05;33;Visa;4485338858111070;01/07/2029;1411073778377 58;Time checker;Morrie Mages
1352;Hispanic;Casárez;Tirza;female;Mrs.;11/14/1940;83;94 place Stanislas;NANTES;PL;Pays de la Loire;44000;FR;France;TirzaCasarezAlmonte@armyspy.com;02.76.07.26.36;33;MasterCard;5432424023793180;01/09/2026;2401145699346 29;Woodworker;EXPO Design Center
1353;Hispanic;Betancourt;Proserpina;female;Mrs.;6/28/1966;58;7 rue des Chaligny;NICE;PA;Provence-Alpes-Côte d'Azur;6300;FR;France;ProserpinaBetancourtBahena@armyspy.com;04.87.16.99.72;33;Visa;4539285072807940;01/10/2026;2660649074028 78;Dance captain;Buehler Foods
